image_ID,CellProfiler,MaZda,Python
gfp_frame_007_colonyID_064.ome.tif.csv,-654.699943229553,-654.699946133031,1309.39988936258
gfp_frame_018_colonyID_017.ome.tif.csv,-617.348800723486,-617.348796000558,1234.69759672404
gfp_frame_018_colonyID_020.ome.tif.csv,-542.673142839939,-543.63843529613,1086.31157813607
gfp_frame_018_colonyID_028.ome.tif.csv,-792.475999836881,-792.476003425025,1584.95200326191
gfp_frame_018_colonyID_031.ome.tif.csv,-707.896633354811,-707.896637982934,1415.79327133775
gfp_frame_018_colonyID_033.ome.tif.csv,-683.023126447085,-683.023121933985,1366.04624838107
gfp_frame_018_colonyID_039.ome.tif.csv,-741.926059899816,-741.926063499349,1483.85212339917
gfp_frame_018_colonyID_041.ome.tif.csv,-722.520617171349,-722.520759299172,1445.04137647052
gfp_frame_018_colonyID_044.ome.tif.csv,-824.611951155467,-824.611954041157,1649.22390519662
gfp_frame_018_colonyID_046.ome.tif.csv,-616.97100468218,-616.971007429025,1233.9420121112
gfp_frame_018_colonyID_049.ome.tif.csv,-660.873012992167,-660.873016534219,1321.74602952639
gfp_frame_018_colonyID_050.ome.tif.csv,-716.43503381708,-716.435035827321,1432.8700696444
gfp_frame_018_colonyID_051.ome.tif.csv,-820.452682700452,-820.452506633563,1640.90518933402
gfp_frame_018_colonyID_055.ome.tif.csv,-943.710794877842,-943.710796231324,1887.42159110917
gfp_frame_018_colonyID_064.ome.tif.csv,-574.993290927265,-574.993291705641,1149.98658263291
gfp_frame_018_colonyID_066.ome.tif.csv,-584.006264786431,-584.00626521976,1168.01253000619
gfp_frame_018_colonyID_067.ome.tif.csv,-653.901457032243,-653.901454257093,1307.80291128934
gfp_frame_018_colonyID_072.ome.tif.csv,-414.673847561368,-414.833401190633,829.507248752001
gfp_frame_018_colonyID_073.ome.tif.csv,-765.853826592134,-765.8538315086,1531.70765810073
gfp_frame_018_colonyID_076.ome.tif.csv,-692.591301629555,-692.591305509929,1385.18260713948
gfp_frame_018_colonyID_077.ome.tif.csv,-602.771680160431,-602.771681393654,1205.54336155409
gfp_frame_018_colonyID_088.ome.tif.csv,-710.804059742513,-710.804048378181,1421.60810812069
gfp_frame_018_colonyID_100.ome.tif.csv,-705.907958098716,-706.497161233816,1412.40511933253
gfp_frame_018_colonyID_103.ome.tif.csv,-600.005799838813,-600.005797853077,1200.01159769189
gfp_frame_018_colonyID_108.ome.tif.csv,-836.153728191831,-836.153731421903,1672.30745961373
gfp_frame_018_colonyID_109.ome.tif.csv,-614.582063040642,-614.582197828547,1229.16426086919
gfp_frame_018_colonyID_122.ome.tif.csv,-665.676880266836,-665.676883110232,1331.35376337707
gfp_frame_018_colonyID_125.ome.tif.csv,-606.851744963881,-606.851740084291,1213.70348504817
gfp_frame_018_colonyID_129.ome.tif.csv,-511.067449344852,-511.067446545841,1022.13489589069
gfp_frame_018_colonyID_132.ome.tif.csv,-607.851000376272,-607.851003144995,1215.70200352127
gfp_frame_018_colonyID_140.ome.tif.csv,-783.844632713253,-783.844636550979,1567.68926926423
gfp_frame_018_colonyID_142.ome.tif.csv,-598.06863374339,-598.068603480558,1196.13723722395
gfp_frame_018_colonyID_148.ome.tif.csv,-578.897334166731,-578.89733014905,1157.79466431578
gfp_frame_018_colonyID_149.ome.tif.csv,-491.328399138196,-491.328396619681,982.656795757877
gfp_frame_018_colonyID_154.ome.tif.csv,-578.510820056207,-578.510823364906,1157.02164342111
gfp_frame_018_colonyID_160.ome.tif.csv,-685.610385028489,-685.610448653008,1371.2208336815
gfp_frame_018_colonyID_167.ome.tif.csv,-598.720414074463,-598.720410650146,1197.44082472461
gfp_frame_018_colonyID_173.ome.tif.csv,-671.425949485687,-671.425946414138,1342.85189589982
gfp_frame_018_colonyID_183.ome.tif.csv,-528.263968874837,-528.263968018033,1056.52793689287
gfp_frame_018_colonyID_185.ome.tif.csv,-415.843445926891,-415.921864320972,831.765310247863
gfp_frame_018_colonyID_189.ome.tif.csv,-632.458019884498,-632.458019091492,1264.91603897599
gfp_frame_018_colonyID_191.ome.tif.csv,-451.445020710887,-451.929182392666,903.374203103553
gfp_frame_018_colonyID_197.ome.tif.csv,-739.67603048358,-739.676035406383,1479.35206588996
gfp_frame_018_colonyID_204.ome.tif.csv,-621.365457419679,-621.365458804375,1242.73091622405
gfp_frame_018_colonyID_207.ome.tif.csv,-558.996685000474,-558.996730147967,1117.99341514844
gfp_frame_018_colonyID_208.ome.tif.csv,-571.121328494638,-571.121327904904,1142.24265639954
gfp_frame_018_colonyID_210.ome.tif.csv,-647.821103234777,-647.821099225702,1295.64220246048
gfp_frame_018_colonyID_212.ome.tif.csv,-677.948893173536,-677.948890422364,1355.8977835959
gfp_frame_018_colonyID_218.ome.tif.csv,-627.62656167334,-627.626565350976,1255.25312702432
gfp_frame_018_colonyID_220.ome.tif.csv,-566.491984997444,-566.491986169922,1132.98397116737
gfp_frame_018_colonyID_224.ome.tif.csv,-588.342005104345,-588.342000963274,1176.68400606762
gfp_frame_018_colonyID_231.ome.tif.csv,-468.976592690119,-469.959823475753,938.936416165872
gfp_frame_018_colonyID_232.ome.tif.csv,-672.442427391597,-672.442422689519,1344.88485008112
gfp_frame_018_colonyID_248.ome.tif.csv,-611.609446065629,-611.609422002179,1223.21886806781
gfp_frame_018_colonyID_250.ome.tif.csv,-726.79535895363,-726.795357454137,1453.59071640777
gfp_frame_018_colonyID_253.ome.tif.csv,-623.472525913148,-623.519739760151,1246.9922656733
gfp_frame_018_colonyID_255.ome.tif.csv,-629.848198503379,-629.848202413436,1259.69640091682
gfp_frame_018_colonyID_271.ome.tif.csv,-583.865731653044,-584.479896088078,1168.34562774112
gfp_frame_018_colonyID_280.ome.tif.csv,-607.763449791848,-607.763444991226,1215.52689478307
gfp_frame_018_colonyID_282.ome.tif.csv,-521.295325404017,-521.295325296568,1042.59065070059
gfp_frame_018_colonyID_288.ome.tif.csv,-547.703522566451,-547.703517681265,1095.40704024772
gfp_frame_018_colonyID_290.ome.tif.csv,-622.440700265771,-622.440696653387,1244.88139691916
gfp_frame_018_colonyID_292.ome.tif.csv,-687.784174694092,-687.784171362378,1375.56834605647
gfp_frame_018_colonyID_384.ome.tif.csv,-540.234570600997,-540.234567642085,1080.46913824308
gfp_frame_052_colonyID_004.ome.tif.csv,-665.315791532665,-665.315795328382,1330.63158686105
gfp_frame_052_colonyID_005.ome.tif.csv,-849.476839766621,-849.476840107948,1698.95367987457
gfp_frame_052_colonyID_010.ome.tif.csv,-712.421794709139,-712.421797790231,1424.84359249937
gfp_frame_052_colonyID_014.ome.tif.csv,-616.027478250412,-616.027479529412,1232.05495777982
gfp_frame_052_colonyID_017.ome.tif.csv,-620.848143847621,-620.848139975075,1241.6962838227
gfp_frame_052_colonyID_018.ome.tif.csv,-658.452882276985,-658.452881900767,1316.90576417775
gfp_frame_052_colonyID_020.ome.tif.csv,-410.290128330258,-411.153741595261,821.443869925519
gfp_frame_052_colonyID_028.ome.tif.csv,-659.168083673361,-659.168085415025,1318.33616908839
gfp_frame_052_colonyID_033.ome.tif.csv,-600.707426004756,-600.707427395629,1201.41485340038
gfp_frame_052_colonyID_044.ome.tif.csv,-703.465218579119,-703.465213704528,1406.93043228365
gfp_frame_052_colonyID_050.ome.tif.csv,-603.080371527073,-603.080386928917,1206.16075845599
gfp_frame_052_colonyID_051.ome.tif.csv,-672.620640528546,-672.62064227394,1345.24128280249
gfp_frame_052_colonyID_052.ome.tif.csv,-617.907322709618,-617.907355195153,1235.81467790477
gfp_frame_052_colonyID_056.ome.tif.csv,-729.603597772042,-729.603598882205,1459.20719665425
gfp_frame_052_colonyID_062.ome.tif.csv,-580.176292238156,-580.176288808701,1160.35258104686
gfp_frame_052_colonyID_064.ome.tif.csv,-654.503461778735,-654.503458403514,1309.00692018225
gfp_frame_052_colonyID_066.ome.tif.csv,-532.710639864807,-532.710638462621,1065.42127832743
gfp_frame_052_colonyID_067.ome.tif.csv,-572.283423177818,-572.283420476729,1144.56684365455
gfp_frame_052_colonyID_071.ome.tif.csv,-743.096507095268,-743.096506583726,1486.19301367899
gfp_frame_052_colonyID_073.ome.tif.csv,-693.339564687435,-693.339569426855,1386.67913411429
gfp_frame_052_colonyID_077.ome.tif.csv,-612.978958082791,-612.978962633264,1225.95792071606
gfp_frame_052_colonyID_088.ome.tif.csv,-582.811170460823,-582.81113368691,1165.62230414773
gfp_frame_052_colonyID_094.ome.tif.csv,-515.903048873876,-515.903049084202,1031.80609795808
gfp_frame_052_colonyID_108.ome.tif.csv,-741.642712468837,-741.64270883118,1483.28542130002
gfp_frame_052_colonyID_109.ome.tif.csv,-631.858075602034,-631.858073166725,1263.71614876876
gfp_frame_052_colonyID_119.ome.tif.csv,-636.120024600651,-636.12002218942,1272.24004679007
gfp_frame_052_colonyID_122.ome.tif.csv,-591.838713039951,-591.838710266966,1183.67742330692
gfp_frame_052_colonyID_125.ome.tif.csv,-636.802323794745,-636.802325592014,1273.60464938676
gfp_frame_052_colonyID_132.ome.tif.csv,-601.848397934965,-601.84839302931,1203.69679096428
gfp_frame_052_colonyID_149.ome.tif.csv,-638.429530100715,-638.42953210752,1276.85906220823
gfp_frame_052_colonyID_154.ome.tif.csv,-574.170505137026,-574.170504513088,1148.34100965011
gfp_frame_052_colonyID_160.ome.tif.csv,-613.269171962028,-613.269172553902,1226.53834451593
gfp_frame_052_colonyID_191.ome.tif.csv,-282.389831942858,-282.389831450575,564.779663393433
gfp_frame_052_colonyID_195.ome.tif.csv,-605.126535832032,-605.126531166073,1210.2530669981
gfp_frame_052_colonyID_207.ome.tif.csv,-530.190462584359,-530.190459514362,1060.38092209872
gfp_frame_052_colonyID_208.ome.tif.csv,-479.628141078683,-479.628137040434,959.256278119117
gfp_frame_052_colonyID_210.ome.tif.csv,-540.248115579273,-540.248121087,1080.49623666627
gfp_frame_052_colonyID_218.ome.tif.csv,-549.537711774641,-549.537711468143,1099.07542324278
gfp_frame_052_colonyID_220.ome.tif.csv,-650.905702899031,-650.905703224831,1301.81140612386
gfp_frame_052_colonyID_224.ome.tif.csv,-440.166528409849,-440.166530518322,880.333058928171
gfp_frame_052_colonyID_231.ome.tif.csv,-426.383846749289,-427.070336138401,853.454182887691
gfp_frame_052_colonyID_248.ome.tif.csv,-670.481412237126,-670.481431992835,1340.96284422996
gfp_frame_052_colonyID_263.ome.tif.csv,-559.149315591657,-559.149314917719,1118.29863050938
gfp_frame_052_colonyID_271.ome.tif.csv,-700.320942601998,-700.850718732239,1401.17166133424
gfp_frame_052_colonyID_282.ome.tif.csv,-565.965314138292,-565.965311978765,1131.93062611706
gfp_frame_052_colonyID_406.ome.tif.csv,-671.773778341139,-671.773788423002,1343.54756676414
gfp_frame_052_colonyID_439.ome.tif.csv,-583.093947855349,-583.093952702449,1166.1879005578
gfp_frame_074_colonyID_004.ome.tif.csv,-751.793113951554,-751.793112853568,1503.58622680512
gfp_frame_074_colonyID_125.ome.tif.csv,-693.171640480691,-693.17163638954,1386.34327687023
gfp_frame_077_colonyID_231.ome.tif.csv,-482.679958769419,-483.412596067,966.092554836419
gfp_frame_085_colonyID_014.ome.tif.csv,-628.84245544215,-628.842456863702,1257.68491230585
gfp_frame_085_colonyID_017.ome.tif.csv,-584.892711441731,-584.892711155301,1169.78542259703
gfp_frame_085_colonyID_020.ome.tif.csv,-427.4271870987,-427.993464252713,855.420651351413
gfp_frame_085_colonyID_028.ome.tif.csv,-724.599189311002,-724.599193604929,1449.19838291593
gfp_frame_085_colonyID_044.ome.tif.csv,-571.457787260392,-571.457786670184,1142.91557393058
gfp_frame_085_colonyID_064.ome.tif.csv,-584.121129490453,-584.121131804207,1168.24226129466
gfp_frame_085_colonyID_071.ome.tif.csv,-668.032847070158,-668.032846505139,1336.0656935753
gfp_frame_085_colonyID_073.ome.tif.csv,-618.557456353554,-618.557461034963,1237.11491738852
gfp_frame_085_colonyID_100.ome.tif.csv,-397.500501551764,-398.06546403394,795.565965585704
gfp_frame_085_colonyID_108.ome.tif.csv,-665.334340838242,-665.334344037082,1330.66868487532
gfp_frame_085_colonyID_109.ome.tif.csv,-578.724922722199,-578.724927073919,1157.44984979612
gfp_frame_085_colonyID_111.ome.tif.csv,-676.600623224986,-676.600619818484,1353.20124304347
gfp_frame_085_colonyID_132.ome.tif.csv,-584.412413786091,-584.412415985979,1168.82482977207
gfp_frame_085_colonyID_142.ome.tif.csv,-658.695435421841,-658.695438182446,1317.39087360429
gfp_frame_085_colonyID_168.ome.tif.csv,-689.336015485416,-689.336019756951,1378.67203524237
gfp_frame_085_colonyID_189.ome.tif.csv,-526.550137758528,-526.550140681898,1053.10027844043
gfp_frame_085_colonyID_191.ome.tif.csv,-327.686024878838,-327.743926003172,655.429950882009
gfp_frame_085_colonyID_218.ome.tif.csv,-515.594835967341,-515.594834419936,1031.18967038728
gfp_frame_085_colonyID_224.ome.tif.csv,-582.710458293286,-582.710458512476,1165.42091680576
gfp_frame_085_colonyID_271.ome.tif.csv,-632.822408250815,-633.19277692785,1266.01518517866
gfp_frame_085_colonyID_292.ome.tif.csv,-538.109030528452,-538.109027364578,1076.21805789303
gfp_frame_085_colonyID_406.ome.tif.csv,-555.290091179038,-555.290092942516,1110.58018412155
gfp_frame_085_colonyID_470.ome.tif.csv,-587.135292852408,-587.135295361688,1174.2705882141
gfp_frame_085_colonyID_547.ome.tif.csv,-500.295272324158,-501.01142069494,1001.3066930191
gfp_frame_085_colonyID_571.ome.tif.csv,-547.631092813673,-548.98565627085,1096.61674908452
gfp_frame_085_colonyID_577.ome.tif.csv,-510.968683626739,-510.968685483891,1021.93736911063
